Unnamed: 0,image_filename,realative_coordinates,label,fold
318,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-08-19.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
319,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-08-24.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
320,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-08-29.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
321,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-09-01.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
322,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-09-08.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
323,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-10-21.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
324,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-10-23.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
325,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-11-02.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
326,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-11-07.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
327,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-11-15.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
328,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-11-22.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
329,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-11-25.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
330,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-01-19.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
331,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-01-21.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
332,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-01-24.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
333,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-01-31.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
334,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-02-18.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
335,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-02-25.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
336,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-03-12.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
337,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-03-25.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
338,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-03-27.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
339,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-03-30.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
340,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-01.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
341,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-04.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
342,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-06.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
343,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-14.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
344,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-16.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
345,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-19.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
346,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-21.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
347,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-24.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
348,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-26.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
349,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-04-29.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
350,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-01.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
351,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-04.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
352,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-06.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
353,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-09.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
354,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-14.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
355,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-16.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
356,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-19.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
357,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-24.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
358,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-29.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
359,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-05-31.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
360,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-03.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
361,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-05.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
362,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-08.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
363,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-18.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
364,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-20.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
365,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-23.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
366,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-25.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
367,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-06-30.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
368,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-07-03.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
369,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-07-10.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
370,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-07-15.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
371,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-08-07.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
372,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-08-17.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
373,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-08-19.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
374,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-08-24.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
375,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-08-29.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
376,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-09-01.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
377,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-09-08.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
378,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-10-21.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
379,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-10-23.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
380,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-11-02.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
381,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-11-07.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
382,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-11-15.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",incorrect,2
383,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-11-22.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
384,./data/predictors_data generating predictor 005.train.dir/image_0001_sentinel-map-time-test-dir__2019-11-25.png,"[0.4675299555547099, 0.47043565516287345, 0.8223345777769282, 0.8732453286611417]",correct,2
385,./data/predictors_data generating predictor 005.train.dir/image_0000_sentinel-map-time-test-dir__2019-01-19.png,"[0.22463715555568342, 0.08303754305416078, 0.5794417777779017, 0.8890835353377042]",correct,3
386,./data/predictors_data generating predictor 005.train.dir/image_0000_sentinel-map-time-test-dir__2019-01-21.png,"[0.22463715555568342, 0.08303754305416078, 0.5794417777779017, 0.8890835353377042]",correct,3
387,./data/predictors_data generating predictor 005.train.dir/image_0000_sentinel-map-time-test-dir__2019-01-24.png,"[0.22463715555568342, 0.08303754305416078, 0.5794417777779017, 0.8890835353377042]",correct,3
388,./data/predictors_data generating predictor 005.train.dir/image_0000_sentinel-map-time-test-dir__2019-01-31.png,"[0.22463715555568342, 0.08303754305416078, 0.5794417777779017, 0.8890835353377042]",correct,3
389,./data/predictors_data generating predictor 005.train.dir/image_0000_sentinel-map-time-test-dir__2019-02-18.png,"[0.22463715555568342, 0.08303754305416078, 0.5794417777779017, 0.8890835353377042]",correct,3
390,./data/predictors_data generating predictor 005.train.dir/image_0000_sentinel-map-time-test-dir__2019-02-25.png,"[0.22463715555568342, 0.08303754305416078, 0.5794417777779017, 0.8890835353377042]",correct,3
391,./data/predictors_data generating predictor 005.train.dir/image_0000_sentinel-map-time-test-dir__2019-03-12.png,"[0.22463715555568342, 0.08303754305416078, 0.5794417777779017, 0.8890835353377042]",correct,3
